date,prodId,category,daily_sales_qty,currentQuantity,unitCost,incomingStock,lead_time_days,safety_stock
2025-10-28,ITM-005,Accessories,8,111,90,6,6,40
2025-10-28,ITM-010,Electronics,13,48,200,3,5,40
2025-10-28,ITM-001,Electronics,9,63,400,31,5,40
2025-10-28,ITM-007,Accessories,3,144,25,1,3,40
2025-10-28,ITM-006,Accessories,6,45,40,33,4,40
2025-10-29,ITM-008,Electronics,5,51,300,23,4,40
2025-10-29,ITM-004,Furniture,8,25,45,16,3,40
2025-10-29,ITM-003,Furniture,1,84,150,9,4,40
2025-10-29,ITM-002,Electronics,10,88,800,49,5,40
2025-10-29,ITM-005,Accessories,3,58,90,6,4,40
2025-10-29,ITM-010,Electronics,7,36,200,3,3,40
2025-10-29,ITM-001,Electronics,7,130,400,31,5,40
2025-10-29,ITM-007,Accessories,4,55,25,1,7,40
2025-10-30,ITM-008,Electronics,15,128,300,23,5,40
2025-10-30,ITM-004,Furniture,5,115,45,16,7,40
2025-10-30,ITM-003,Furniture,4,28,150,9,5,40
2025-10-30,ITM-005,Accessories,6,135,90,6,7,40
2025-10-30,ITM-010,Electronics,3,74,200,3,7,40
2025-10-30,ITM-001,Electronics,14,124,400,31,5,40
2025-10-30,ITM-009,Furniture,3,48,450,8,6,40
2025-10-30,ITM-007,Accessories,1,134,25,1,6,40
2025-10-31,ITM-008,Electronics,3,82,300,23,7,40
2025-10-31,ITM-004,Furniture,10,26,45,16,3,40
2025-10-31,ITM-003,Furniture,7,77,150,9,5,40
2025-10-31,ITM-002,Electronics,4,65,800,49,7,40
2025-10-31,ITM-005,Accessories,7,118,90,6,7,40
2025-10-31,ITM-010,Electronics,5,22,200,3,3,40
2025-10-31,ITM-001,Electronics,8,125,400,31,6,40
2025-10-31,ITM-009,Furniture,17,57,450,8,7,40
2025-10-31,ITM-007,Accessories,4,51,25,1,4,40
2025-10-31,ITM-006,Accessories,3,92,40,33,5,40
2025-11-01,ITM-008,Electronics,3,138,300,23,5,40
2025-11-01,ITM-004,Furniture,4,104,45,16,3,40
2025-11-01,ITM-003,Furniture,1,146,150,9,5,40
2025-11-01,ITM-010,Electronics,4,141,200,3,4,40
2025-11-01,ITM-001,Electronics,4,114,400,31,7,40
2025-11-01,ITM-009,Furniture,4,99,450,8,6,40
2025-11-01,ITM-006,Accessories,4,13,40,33,4,40
2025-11-02,ITM-008,Electronics,8,77,300,23,6,40
2025-11-02,ITM-004,Furniture,5,64,45,16,6,40
2025-11-02,ITM-002,Electronics,5,72,800,49,5,40
2025-11-02,ITM-005,Accessories,6,87,90,6,3,40
2025-11-02,ITM-010,Electronics,5,77,200,3,4,40
2025-11-02,ITM-001,Electronics,2,94,400,31,3,40
2025-11-02,ITM-009,Furniture,3,20,450,8,6,40
2025-11-02,ITM-007,Accessories,12,55,25,1,4,40
2025-11-02,ITM-006,Accessories,6,17,40,33,7,40
2025-11-03,ITM-008,Electronics,5,49,300,23,7,40
2025-11-03,ITM-004,Furniture,5,89,45,16,4,40
2025-11-03,ITM-003,Furniture,4,24,150,9,3,40
2025-11-03,ITM-005,Accessories,10,124,90,6,3,40
2025-11-03,ITM-010,Electronics,5,140,200,3,5,40
2025-11-03,ITM-001,Electronics,3,101,400,31,5,40
2025-11-03,ITM-009,Furniture,5,93,450,8,6,40
2025-11-03,ITM-007,Accessories,1,52,25,1,7,40
2025-11-03,ITM-006,Accessories,9,80,40,33,3,40
2025-11-04,ITM-008,Electronics,18,11,300,23,3,40
2025-11-04,ITM-004,Furniture,3,83,45,16,3,40
2025-11-04,ITM-003,Furniture,8,141,150,9,6,40
2025-11-04,ITM-002,Electronics,4,31,800,49,5,40
2025-11-04,ITM-005,Accessories,11,144,90,6,3,40
2025-11-04,ITM-010,Electronics,3,81,200,3,5,40
2025-11-04,ITM-001,Electronics,4,65,400,31,3,40
2025-11-04,ITM-009,Furniture,9,47,450,8,4,40
2025-11-04,ITM-007,Accessories,15,80,25,1,7,40
2025-11-05,ITM-008,Electronics,9,81,300,23,3,40
2025-11-05,ITM-003,Furniture,3,142,150,9,5,40
2025-11-05,ITM-002,Electronics,3,134,800,49,6,40
2025-11-05,ITM-005,Accessories,15,17,90,6,3,40
2025-11-05,ITM-010,Electronics,4,31,200,3,6,40
2025-11-05,ITM-007,Accessories,16,27,25,1,4,40
2025-11-05,ITM-006,Accessories,5,96,40,33,4,40
2025-11-06,ITM-008,Electronics,5,17,300,23,4,40
2025-11-06,ITM-004,Furniture,5,28,45,16,5,40
2025-11-06,ITM-003,Furniture,2,135,150,9,3,40
2025-11-06,ITM-002,Electronics,4,123,800,49,4,40
2025-11-06,ITM-005,Accessories,10,44,90,6,3,40
2025-11-06,ITM-010,Electronics,5,127,200,3,7,40
2025-11-06,ITM-009,Furniture,4,42,450,8,4,40
2025-11-06,ITM-007,Accessories,6,65,25,1,4,40
2025-11-07,ITM-008,Electronics,1,13,300,23,4,40
2025-11-07,ITM-004,Furniture,7,84,45,16,4,40
2025-11-07,ITM-003,Furniture,12,132,150,9,3,40
2025-11-07,ITM-002,Electronics,2,96,800,49,6,40
2025-11-07,ITM-005,Accessories,13,50,90,6,6,40
2025-11-07,ITM-010,Electronics,8,144,200,3,4,40
2025-11-07,ITM-001,Electronics,13,115,400,31,7,40
2025-11-07,ITM-009,Furniture,12,60,450,8,6,40
2025-11-07,ITM-007,Accessories,9,25,25,1,4,40
2025-11-07,ITM-006,Accessories,10,95,40,33,6,40
2025-11-08,ITM-008,Electronics,5,118,300,23,6,40
2025-11-08,ITM-004,Furniture,5,51,45,16,7,40
2025-11-08,ITM-003,Furniture,9,123,150,9,4,40
2025-11-08,ITM-002,Electronics,12,50,800,49,5,40
2025-11-08,ITM-005,Accessories,3,76,90,6,5,40
2025-11-08,ITM-010,Electronics,4,16,200,3,6,40
2025-11-08,ITM-001,Electronics,2,97,400,31,5,40
2025-11-08,ITM-009,Furniture,11,31,450,8,4,40
2025-11-08,ITM-006,Accessories,5,145,40,33,3,40
2025-11-09,ITM-004,Furniture,10,11,45,16,4,40
2025-11-09,ITM-007,Accessories,13,70,25,1,6,40
2025-11-09,ITM-006,Accessories,1,121,40,33,7,40
2025-11-10,ITM-004,Furniture,10,65,45,16,6,40
2025-11-10,ITM-003,Furniture,5,17,150,9,7,40
2025-11-10,ITM-002,Electronics,6,92,800,49,5,40
2025-11-10,ITM-005,Accessories,15,35,90,6,5,40
2025-11-10,ITM-010,Electronics,7,147,200,3,7,40
2025-11-10,ITM-001,Electronics,4,62,400,31,7,40
2025-11-10,ITM-007,Accessories,20,113,25,1,3,40
2025-11-10,ITM-006,Accessories,8,85,40,33,7,40
2025-11-11,ITM-008,Electronics,5,121,300,23,5,40
2025-11-11,ITM-003,Furniture,4,57,150,9,7,40
2025-11-11,ITM-002,Electronics,3,148,800,49,7,40
2025-11-11,ITM-005,Accessories,9,14,90,6,7,40
2025-11-11,ITM-010,Electronics,7,137,200,3,6,40
2025-11-11,ITM-009,Furniture,14,76,450,8,3,40
2025-11-12,ITM-008,Electronics,1,14,300,23,4,40
2025-11-12,ITM-004,Furniture,1,80,45,16,4,40
2025-11-12,ITM-003,Furniture,5,87,150,9,4,40
2025-11-12,ITM-002,Electronics,5,31,800,49,4,40
2025-11-12,ITM-005,Accessories,7,74,90,6,5,40
2025-11-12,ITM-010,Electronics,4,100,200,3,7,40
2025-11-12,ITM-001,Electronics,11,102,400,31,6,40
2025-11-12,ITM-009,Furniture,13,148,450,8,4,40
2025-11-12,ITM-007,Accessories,10,40,25,1,5,40
2025-11-12,ITM-006,Accessories,10,41,40,33,3,40
2025-11-13,ITM-008,Electronics,7,16,300,23,6,40
2025-11-13,ITM-004,Furniture,1,51,45,16,5,40
2025-11-13,ITM-003,Furniture,13,144,150,9,6,40
2025-11-13,ITM-005,Accessories,14,115,90,6,5,40
2025-11-13,ITM-001,Electronics,5,127,400,31,5,40
2025-11-13,ITM-009,Furniture,2,78,450,8,5,40
2025-11-13,ITM-007,Accessories,5,131,25,1,6,40
2025-11-13,ITM-006,Accessories,7,30,40,33,6,40
2025-11-14,ITM-008,Electronics,6,52,300,23,7,40
2025-11-14,ITM-004,Furniture,13,55,45,16,3,40
2025-11-14,ITM-003,Furniture,6,148,150,9,7,40
2025-11-14,ITM-005,Accessories,16,106,90,6,3,40
2025-11-14,ITM-010,Electronics,4,122,200,3,4,40
2025-11-14,ITM-001,Electronics,11,131,400,31,7,40
2025-11-14,ITM-007,Accessories,6,21,25,1,5,40
2025-11-14,ITM-006,Accessories,9,111,40,33,4,40
2025-11-15,ITM-008,Electronics,5,33,300,23,6,40
2025-11-15,ITM-003,Furniture,10,50,150,9,7,40
2025-11-15,ITM-005,Accessories,8,66,90,6,4,40
2025-11-15,ITM-010,Electronics,14,13,200,3,5,40
2025-11-15,ITM-009,Furniture,3,114,450,8,7,40
2025-11-15,ITM-006,Accessories,4,14,40,33,4,40
2025-11-16,ITM-008,Electronics,5,139,300,23,7,40
2025-11-16,ITM-003,Furniture,9,16,150,9,3,40
2025-11-16,ITM-002,Electronics,7,81,800,49,3,40
2025-11-16,ITM-005,Accessories,4,57,90,6,3,40
2025-11-16,ITM-010,Electronics,6,15,200,3,6,40
2025-11-16,ITM-001,Electronics,4,85,400,31,7,40
2025-11-16,ITM-009,Furniture,16,133,450,8,5,40
2025-11-16,ITM-007,Accessories,5,97,25,1,3,40
2025-11-16,ITM-006,Accessories,8,95,40,33,7,40
2025-11-17,ITM-008,Electronics,1,106,300,23,7,40
2025-11-17,ITM-003,Furniture,5,75,150,9,3,40
2025-11-17,ITM-002,Electronics,4,101,800,49,5,40
2025-11-17,ITM-005,Accessories,11,116,90,6,4,40
2025-11-17,ITM-010,Electronics,8,35,200,3,5,40
2025-11-17,ITM-001,Electronics,7,32,400,31,5,40
2025-11-17,ITM-007,Accessories,15,61,25,1,4,40
2025-11-17,ITM-006,Accessories,2,26,40,33,6,40
2025-11-18,ITM-008,Electronics,2,149,300,23,3,40
2025-11-18,ITM-004,Furniture,8,73,45,16,5,40
2025-11-18,ITM-003,Furniture,9,30,150,9,5,40
2025-11-18,ITM-002,Electronics,4,147,800,49,3,40
2025-11-18,ITM-005,Accessories,16,97,90,6,6,40
2025-11-18,ITM-010,Electronics,4,141,200,3,3,40
2025-11-18,ITM-001,Electronics,8,10,400,31,7,40
2025-11-18,ITM-009,Furniture,1,107,450,8,4,40
2025-11-18,ITM-006,Accessories,4,131,40,33,6,40
2025-11-19,ITM-008,Electronics,11,122,300,23,3,40
2025-11-19,ITM-004,Furniture,21,110,45,16,5,40
2025-11-19,ITM-003,Furniture,10,73,150,9,6,40
2025-11-19,ITM-002,Electronics,5,121,800,49,5,40
2025-11-19,ITM-005,Accessories,6,21,90,6,6,40
2025-11-19,ITM-010,Electronics,4,50,200,3,3,40
2025-11-19,ITM-009,Furniture,5,125,450,8,6,40
2025-11-19,ITM-007,Accessories,5,23,25,1,6,40
2025-11-19,ITM-006,Accessories,2,83,40,33,4,40
2025-11-20,ITM-008,Electronics,3,17,300,23,3,40
2025-11-20,ITM-004,Furniture,2,13,45,16,3,40
2025-11-20,ITM-003,Furniture,7,30,150,9,4,40
2025-11-20,ITM-002,Electronics,5,57,800,49,6,40
2025-11-20,ITM-005,Accessories,8,59,90,6,4,40
2025-11-20,ITM-001,Electronics,8,120,400,31,6,40
2025-11-20,ITM-009,Furniture,5,147,450,8,5,40
2025-11-20,ITM-007,Accessories,4,83,25,1,4,40
2025-11-20,ITM-006,Accessories,1,73,40,33,7,40
2025-11-21,ITM-004,Furniture,8,112,45,16,5,40
2025-11-21,ITM-003,Furniture,1,112,150,9,5,40
2025-11-21,ITM-002,Electronics,5,94,800,49,3,40
2025-11-21,ITM-005,Accessories,5,53,90,6,7,40
2025-11-21,ITM-010,Electronics,14,120,200,3,3,40
2025-11-21,ITM-001,Electronics,2,89,400,31,7,40
2025-11-21,ITM-009,Furniture,6,13,450,8,6,40
2025-11-21,ITM-007,Accessories,2,65,25,1,4,40
2025-11-21,ITM-006,Accessories,3,52,40,33,3,40
2025-11-22,ITM-008,Electronics,10,55,300,23,5,40
2025-11-22,ITM-004,Furniture,15,20,45,16,7,40
2025-11-22,ITM-003,Furniture,5,15,150,9,4,40
2025-11-22,ITM-002,Electronics,11,83,800,49,7,40
2025-11-22,ITM-005,Accessories,6,82,90,6,3,40
2025-11-22,ITM-010,Electronics,3,58,200,3,6,40
2025-11-22,ITM-001,Electronics,7,84,400,31,4,40
2025-11-22,ITM-007,Accessories,3,138,25,1,3,40
2025-11-22,ITM-006,Accessories,19,93,40,33,7,40
2025-11-23,ITM-008,Electronics,10,107,300,23,7,40
2025-11-23,ITM-004,Furniture,11,98,45,16,3,40
2025-11-23,ITM-002,Electronics,5,96,800,49,4,40
2025-11-23,ITM-005,Accessories,7,111,90,6,3,40
2025-11-23,ITM-010,Electronics,3,118,200,3,7,40
2025-11-23,ITM-001,Electronics,16,112,400,31,4,40
2025-11-23,ITM-009,Furniture,6,18,450,8,4,40
2025-11-23,ITM-007,Accessories,6,69,25,1,5,40
2025-11-23,ITM-006,Accessories,9,18,40,33,6,40
2025-11-24,ITM-008,Electronics,7,90,300,23,3,40
2025-11-24,ITM-004,Furniture,10,70,45,16,6,40
2025-11-24,ITM-003,Furniture,12,118,150,9,7,40
2025-11-24,ITM-002,Electronics,10,119,800,49,6,40
2025-11-24,ITM-010,Electronics,3,136,200,3,3,40
2025-11-24,ITM-001,Electronics,12,138,400,31,6,40
2025-11-24,ITM-009,Furniture,3,113,450,8,4,40
2025-11-25,ITM-008,Electronics,4,129,300,23,6,40
2025-11-25,ITM-003,Furniture,24,108,150,9,4,40
2025-11-25,ITM-002,Electronics,3,125,800,49,7,40
2025-11-25,ITM-005,Accessories,5,104,90,6,6,40
2025-11-25,ITM-001,Electronics,9,20,400,31,7,40
2025-11-25,ITM-009,Furniture,4,105,450,8,6,40
2025-11-25,ITM-007,Accessories,9,47,25,1,7,40
2025-11-26,ITM-003,Furniture,4,38,150,9,7,40
2025-11-26,ITM-002,Electronics,4,146,800,49,5,40
2025-11-26,ITM-005,Accessories,6,131,90,6,7,40
2025-11-26,ITM-009,Furniture,7,103,450,8,3,40
2025-11-26,ITM-006,Accessories,4,31,40,33,5,40
2025-11-27,ITM-008,Electronics,5,25,300,23,3,40
2025-11-27,ITM-004,Furniture,6,48,45,16,6,40
2025-11-27,ITM-003,Furniture,3,15,150,9,7,40
2025-11-27,ITM-002,Electronics,2,40,800,49,5,40
2025-11-27,ITM-005,Accessories,4,113,90,6,5,40
2025-11-27,ITM-001,Electronics,14,77,400,31,7,40
2025-11-27,ITM-009,Furniture,7,61,450,8,3,40
2025-11-27,ITM-007,Accessories,2,89,25,1,5,40
2025-11-27,ITM-006,Accessories,9,19,40,33,3,40
2025-11-28,ITM-008,Electronics,9,147,300,23,5,40
2025-11-28,ITM-004,Furniture,5,76,45,16,6,40
2025-11-28,ITM-003,Furniture,5,78,150,9,7,40
2025-11-28,ITM-002,Electronics,3,11,800,49,4,40
2025-11-28,ITM-010,Electronics,8,72,200,3,7,40
2025-11-28,ITM-006,Accessories,5,148,40,33,4,40
2025-11-29,ITM-008,Electronics,4,37,300,23,7,40
2025-11-29,ITM-004,Furniture,4,77,45,16,7,40
2025-11-29,ITM-003,Furniture,12,127,150,9,3,40
2025-11-29,ITM-002,Electronics,8,113,800,49,7,40
2025-11-29,ITM-005,Accessories,13,26,90,6,5,40
2025-11-29,ITM-010,Electronics,12,114,200,3,5,40
2025-11-29,ITM-001,Electronics,4,145,400,31,6,40
2025-11-29,ITM-009,Furniture,11,76,450,8,7,40
2025-11-29,ITM-006,Accessories,5,25,40,33,5,40
2025-11-30,ITM-008,Electronics,11,145,300,23,7,40
2025-11-30,ITM-004,Furniture,11,101,45,16,7,40
2025-11-30,ITM-002,Electronics,14,139,800,49,6,40
2025-11-30,ITM-005,Accessories,2,78,90,6,3,40
2025-11-30,ITM-010,Electronics,10,62,200,3,5,40
2025-11-30,ITM-001,Electronics,10,71,400,31,3,40
2025-11-30,ITM-009,Furniture,10,110,450,8,4,40
2025-11-30,ITM-007,Accessories,4,59,25,1,5,40
2025-11-30,ITM-006,Accessories,9,64,40,33,6,40
2025-12-01,ITM-004,Furniture,7,49,45,16,3,40
2025-12-01,ITM-003,Furniture,3,13,150,9,3,40
2025-12-01,ITM-002,Electronics,15,58,800,49,6,40
2025-12-01,ITM-005,Accessories,7,34,90,6,7,40
2025-12-01,ITM-010,Electronics,1,119,200,3,5,40
2025-12-01,ITM-009,Furniture,10,94,450,8,7,40
2025-12-01,ITM-007,Accessories,9,109,25,1,5,40
2025-12-02,ITM-008,Electronics,3,15,300,23,3,40
2025-12-02,ITM-004,Furniture,6,128,45,16,7,40
2025-12-02,ITM-002,Electronics,8,121,800,49,7,40
2025-12-02,ITM-005,Accessories,13,28,90,6,3,40
2025-12-02,ITM-010,Electronics,10,33,200,3,4,40
2025-12-02,ITM-001,Electronics,2,37,400,31,3,40
2025-12-02,ITM-007,Accessories,1,18,25,1,4,40
2025-12-02,ITM-006,Accessories,5,27,40,33,7,40
2025-12-03,ITM-008,Electronics,21,18,300,23,7,40
2025-12-03,ITM-004,Furniture,13,46,45,16,7,40
2025-12-03,ITM-003,Furniture,13,47,150,9,7,40
2025-12-03,ITM-002,Electronics,3,25,800,49,5,40
2025-12-03,ITM-005,Accessories,13,105,90,6,7,40
2025-12-03,ITM-010,Electronics,7,71,200,3,5,40
2025-12-03,ITM-001,Electronics,12,70,400,31,7,40
2025-12-03,ITM-009,Furniture,7,41,450,8,6,40
2025-12-03,ITM-006,Accessories,4,25,40,33,5,40
2025-12-04,ITM-008,Electronics,3,145,300,23,3,40
2025-12-04,ITM-004,Furniture,3,48,45,16,3,40
2025-12-04,ITM-003,Furniture,2,20,150,9,6,40
2025-12-04,ITM-002,Electronics,9,37,800,49,3,40
2025-12-04,ITM-010,Electronics,11,75,200,3,3,40
2025-12-04,ITM-001,Electronics,20,74,400,31,7,40
2025-12-04,ITM-009,Furniture,3,61,450,8,5,40
2025-12-04,ITM-007,Accessories,4,15,25,1,4,40
2025-12-04,ITM-006,Accessories,9,142,40,33,6,40
2025-12-05,ITM-008,Electronics,9,32,300,23,3,40
2025-12-05,ITM-002,Electronics,4,10,800,49,6,40
2025-12-05,ITM-005,Accessories,2,50,90,6,4,40
2025-12-05,ITM-010,Electronics,6,86,200,3,7,40
2025-12-05,ITM-001,Electronics,3,106,400,31,7,40
2025-12-05,ITM-007,Accessories,9,87,25,1,5,40
2025-12-06,ITM-008,Electronics,4,51,300,23,7,40
2025-12-06,ITM-004,Furniture,15,96,45,16,6,40
2025-12-06,ITM-003,Furniture,1,39,150,9,7,40
2025-12-06,ITM-002,Electronics,5,35,800,49,7,40
2025-12-06,ITM-005,Accessories,2,17,90,6,6,40
2025-12-06,ITM-001,Electronics,5,66,400,31,4,40
2025-12-06,ITM-009,Furniture,4,10,450,8,3,40
2025-12-06,ITM-007,Accessories,2,137,25,1,3,40
2025-12-06,ITM-006,Accessories,8,48,40,33,6,40
2025-12-07,ITM-008,Electronics,5,99,300,23,3,40
2025-12-07,ITM-003,Furniture,4,13,150,9,7,40
2025-12-07,ITM-005,Accessories,3,22,90,6,3,40
2025-12-07,ITM-007,Accessories,8,80,25,1,4,40
2025-12-08,ITM-008,Electronics,3,143,300,23,3,40
2025-12-08,ITM-003,Furniture,4,145,150,9,5,40
2025-12-08,ITM-002,Electronics,11,20,800,49,3,40
2025-12-08,ITM-005,Accessories,7,17,90,6,5,40
2025-12-08,ITM-010,Electronics,2,28,200,3,7,40
2025-12-08,ITM-009,Furniture,3,91,450,8,6,40
2025-12-08,ITM-007,Accessories,4,26,25,1,7,40
2025-12-08,ITM-006,Accessories,3,58,40,33,4,40
2025-12-09,ITM-008,Electronics,7,105,300,23,5,40
2025-12-09,ITM-004,Furniture,8,125,45,16,7,40
2025-12-09,ITM-003,Furniture,2,52,150,9,4,40
2025-12-09,ITM-002,Electronics,3,65,800,49,5,40
2025-12-09,ITM-005,Accessories,2,24,90,6,4,40
2025-12-09,ITM-010,Electronics,8,25,200,3,3,40
2025-12-09,ITM-001,Electronics,5,70,400,31,4,40
2025-12-09,ITM-009,Furniture,2,48,450,8,6,40
2025-12-09,ITM-007,Accessories,10,122,25,1,5,40
2025-12-09,ITM-006,Accessories,4,103,40,33,4,40
2025-12-10,ITM-008,Electronics,4,119,300,23,4,40
2025-12-10,ITM-004,Furniture,3,60,45,16,5,40
2025-12-10,ITM-003,Furniture,7,74,150,9,3,40
2025-12-10,ITM-002,Electronics,2,128,800,49,6,40
2025-12-10,ITM-005,Accessories,3,73,90,6,7,40
2025-12-10,ITM-009,Furniture,14,39,450,8,6,40
2025-12-10,ITM-007,Accessories,2,11,25,1,7,40
2025-12-11,ITM-008,Electronics,7,44,300,23,5,40
2025-12-11,ITM-004,Furniture,1,40,45,16,3,40
2025-12-11,ITM-003,Furniture,8,91,150,9,3,40
2025-12-11,ITM-002,Electronics,5,119,800,49,7,40
2025-12-11,ITM-005,Accessories,15,81,90,6,5,40
2025-12-11,ITM-010,Electronics,3,38,200,3,7,40
2025-12-11,ITM-001,Electronics,8,36,400,31,7,40
2025-12-11,ITM-009,Furniture,3,104,450,8,5,40
2025-12-11,ITM-006,Accessories,5,128,40,33,3,40
2025-12-12,ITM-008,Electronics,2,114,300,23,5,40
2025-12-12,ITM-004,Furniture,5,42,45,16,6,40
2025-12-12,ITM-001,Electronics,3,139,400,31,4,40
2025-12-12,ITM-007,Accessories,4,27,25,1,4,40
2025-12-12,ITM-006,Accessories,12,18,40,33,7,40
2025-12-13,ITM-008,Electronics,3,147,300,23,7,40
2025-12-13,ITM-004,Furniture,3,134,45,16,3,40
2025-12-13,ITM-003,Furniture,15,136,150,9,5,40
2025-12-13,ITM-002,Electronics,13,53,800,49,7,40
2025-12-13,ITM-005,Accessories,3,86,90,6,4,40
2025-12-13,ITM-010,Electronics,22,137,200,3,4,40
2025-12-13,ITM-001,Electronics,13,69,400,31,7,40
2025-12-13,ITM-009,Furniture,12,73,450,8,6,40
2025-12-13,ITM-007,Accessories,4,75,25,1,3,40
2025-12-13,ITM-006,Accessories,21,25,40,33,3,40
2025-12-14,ITM-008,Electronics,4,75,300,23,7,40
2025-12-14,ITM-004,Furniture,5,76,45,16,5,40
2025-12-14,ITM-003,Furniture,8,13,150,9,6,40
2025-12-14,ITM-005,Accessories,7,61,90,6,7,40
2025-12-14,ITM-010,Electronics,8,135,200,3,3,40
2025-12-14,ITM-009,Furniture,12,108,450,8,7,40
2025-12-14,ITM-007,Accessories,3,107,25,1,7,40
2025-12-15,ITM-008,Electronics,5,59,300,23,5,40
2025-12-15,ITM-004,Furniture,3,44,45,16,5,40
2025-12-15,ITM-003,Furniture,5,14,150,9,6,40
2025-12-15,ITM-005,Accessories,5,122,90,6,3,40
2025-12-15,ITM-010,Electronics,1,96,200,3,3,40
2025-12-15,ITM-009,Furniture,7,108,450,8,3,40
2025-12-15,ITM-006,Accessories,6,94,40,33,5,40
2025-12-16,ITM-008,Electronics,4,122,300,23,3,40
2025-12-16,ITM-004,Furniture,4,75,45,16,4,40
2025-12-16,ITM-003,Furniture,6,41,150,9,5,40
2025-12-16,ITM-002,Electronics,7,22,800,49,6,40
2025-12-16,ITM-010,Electronics,13,68,200,3,6,40
2025-12-16,ITM-001,Electronics,1,134,400,31,5,40
2025-12-16,ITM-007,Accessories,8,43,25,1,4,40
2025-12-16,ITM-006,Accessories,7,145,40,33,6,40
2025-12-17,ITM-004,Furniture,11,24,45,16,7,40
2025-12-17,ITM-003,Furniture,16,29,150,9,3,40
2025-12-17,ITM-002,Electronics,9,50,800,49,6,40
2025-12-17,ITM-005,Accessories,13,93,90,6,4,40
2025-12-17,ITM-010,Electronics,8,33,200,3,3,40
2025-12-17,ITM-001,Electronics,16,73,400,31,6,40
2025-12-17,ITM-009,Furniture,7,41,450,8,6,40
2025-12-17,ITM-007,Accessories,4,106,25,1,5,40
2025-12-17,ITM-006,Accessories,15,10,40,33,6,40
2025-12-18,ITM-008,Electronics,21,137,300,23,3,40
2025-12-18,ITM-004,Furniture,8,30,45,16,7,40
2025-12-18,ITM-003,Furniture,7,146,150,9,5,40
2025-12-18,ITM-002,Electronics,6,50,800,49,7,40
2025-12-18,ITM-005,Accessories,10,118,90,6,5,40
2025-12-18,ITM-010,Electronics,5,25,200,3,5,40
2025-12-18,ITM-001,Electronics,5,39,400,31,7,40
2025-12-18,ITM-009,Furniture,20,44,450,8,3,40
2025-12-18,ITM-007,Accessories,19,127,25,1,6,40
2025-12-18,ITM-006,Accessories,2,97,40,33,3,40
2025-12-19,ITM-008,Electronics,3,92,300,23,4,40
2025-12-19,ITM-004,Furniture,8,37,45,16,6,40
2025-12-19,ITM-003,Furniture,6,91,150,9,5,40
2025-12-19,ITM-002,Electronics,3,43,800,49,6,40
2025-12-19,ITM-005,Accessories,5,20,90,6,4,40
2025-12-19,ITM-001,Electronics,5,14,400,31,5,40
2025-12-19,ITM-006,Accessories,7,37,40,33,4,40
2025-12-20,ITM-008,Electronics,5,51,300,23,3,40
2025-12-20,ITM-003,Furniture,4,73,150,9,5,40
2025-12-20,ITM-002,Electronics,8,119,800,49,6,40
2025-12-20,ITM-010,Electronics,2,72,200,3,3,40
2025-12-20,ITM-009,Furniture,6,129,450,8,4,40
2025-12-20,ITM-006,Accessories,8,43,40,33,4,40
2025-12-21,ITM-008,Electronics,5,26,300,23,5,40
2025-12-21,ITM-004,Furniture,7,129,45,16,5,40
2025-12-21,ITM-002,Electronics,6,54,800,49,6,40
2025-12-21,ITM-005,Accessories,5,14,90,6,3,40
2025-12-21,ITM-010,Electronics,14,114,200,3,7,40
2025-12-21,ITM-001,Electronics,3,64,400,31,7,40
2025-12-21,ITM-009,Furniture,5,136,450,8,5,40
2025-12-21,ITM-007,Accessories,6,109,25,1,7,40
2025-12-21,ITM-006,Accessories,2,129,40,33,5,40
2025-12-22,ITM-008,Electronics,5,17,300,23,4,40
2025-12-22,ITM-004,Furniture,9,41,45,16,3,40
2025-12-22,ITM-003,Furniture,12,10,150,9,6,40
2025-12-22,ITM-002,Electronics,2,35,800,49,3,40
2025-12-22,ITM-005,Accessories,8,68,90,6,7,40
2025-12-22,ITM-010,Electronics,5,59,200,3,3,40
2025-12-22,ITM-001,Electronics,6,128,400,31,5,40
2025-12-22,ITM-009,Furniture,5,41,450,8,6,40
2025-12-22,ITM-007,Accessories,8,119,25,1,4,40
2025-12-22,ITM-006,Accessories,8,11,40,33,3,40
2025-12-23,ITM-008,Electronics,15,60,300,23,5,40
2025-12-23,ITM-004,Furniture,7,33,45,16,5,40
2025-12-23,ITM-003,Furniture,5,94,150,9,5,40
2025-12-23,ITM-002,Electronics,5,61,800,49,7,40
2025-12-23,ITM-005,Accessories,6,138,90,6,4,40
2025-12-23,ITM-010,Electronics,2,112,200,3,6,40
2025-12-23,ITM-001,Electronics,16,38,400,31,6,40
2025-12-23,ITM-009,Furniture,3,47,450,8,3,40
2025-12-23,ITM-006,Accessories,4,117,40,33,6,40
2025-12-24,ITM-008,Electronics,1,121,300,23,7,40
2025-12-24,ITM-004,Furniture,21,60,45,16,6,40
2025-12-24,ITM-003,Furniture,3,135,150,9,7,40
2025-12-24,ITM-002,Electronics,5,113,800,49,7,40
2025-12-24,ITM-005,Accessories,4,116,90,6,3,40
2025-12-24,ITM-010,Electronics,6,28,200,3,6,40
2025-12-24,ITM-001,Electronics,10,57,400,31,5,40
2025-12-24,ITM-009,Furniture,1,100,450,8,5,40
2025-12-24,ITM-007,Accessories,2,71,25,1,4,40
2025-12-24,ITM-006,Accessories,5,125,40,33,3,40
2025-12-25,ITM-008,Electronics,7,69,300,23,4,40
